x,y,rgb565_hex
309,1,0xffff
310,1,0xffff
311,1,0xffff
312,1,0xffff
313,1,0xffff
314,1,0xffff
315,1,0xffff
316,1,0xffff
317,1,0xffff
318,1,0xffff
319,1,0xffff
320,1,0xffff
321,1,0xffff
322,1,0xffff
323,1,0xffff
324,1,0xffff
325,1,0xffff
326,1,0xffff
327,1,0xffff
328,1,0xffff
329,1,0xffff
330,1,0xffff
331,1,0xffff
332,1,0xffff
333,1,0xffff
334,1,0xffff
335,1,0xffff
336,1,0xffff
337,1,0xffff
338,1,0xffff
339,1,0xffff
340,1,0xffff
341,1,0xffff
342,1,0xffff
343,1,0xffff
344,1,0xffff
345,1,0xffff
346,1,0xffff
347,1,0xffff
348,1,0xffff
349,1,0xffff
350,1,0xffff
351,1,0xffff
352,1,0xffff
353,1,0xffff
354,1,0xffff
355,1,0xffff
356,1,0xffff
357,1,0xffff
358,1,0xffff
359,1,0xffff
360,1,0xffff
361,1,0xffff
362,1,0xffff
363,1,0xffff
364,1,0xffff
365,1,0xffff
366,1,0xffff
367,1,0xffff
368,1,0xffff
369,1,0xffff
370,1,0xffff
371,1,0xffff
372,1,0xffff
373,1,0xffff
374,1,0xffff
375,1,0xffff
376,1,0xffff
377,1,0xffff
378,1,0xffdf
379,1,0xffdf
380,1,0xffdf
381,1,0xffdf
382,1,0xffdf
383,1,0xffdf
384,1,0xffdf
385,1,0xffdf
386,1,0xffdf
387,1,0xffdf
388,1,0xffdf
389,1,0xffdf
390,1,0xffbf
391,1,0xffbf
392,1,0xffbf
393,1,0xffbf
394,1,0xffbf
395,1,0xffbf
396,1,0xffbf
397,1,0xf7bf
398,1,0xffdf
399,1,0xffbf
400,1,0xffbf
401,1,0xffbf
402,1,0xffbf
403,1,0xffdf
404,1,0xffdf
405,1,0xffbf
406,1,0xffbf
407,1,0xffdf
408,1,0xffdf
409,1,0xffdf
410,1,0xffdf
411,1,0xffff
412,1,0xffff
413,1,0xffff
414,1,0xffff
415,1,0xffff
416,1,0xffff
417,1,0xffff
418,1,0xffff
419,1,0xffff
420,1,0xffff
421,1,0xffff
422,1,0xffff
423,1,0xffff
424,1,0xffff
425,1,0xffff
426,1,0xffff
427,1,0xffff
428,1,0xffff
429,1,0xffff
430,1,0xffff
431,1,0xffff
432,1,0xffff
433,1,0xffff
434,1,0xffff
435,1,0xffff
436,1,0xffff
437,1,0xffff
438,1,0xffff
439,1,0xffff
440,1,0xffff
441,1,0xffff
442,1,0xffff
443,1,0xffff
444,1,0xffff
445,1,0xffff
446,1,0xffff
447,1,0xffff
448,1,0xffff
449,1,0xffff
450,1,0xffff
451,1,0xffff
452,1,0xffff
453,1,0xffff
454,1,0xffff
455,1,0xffff
456,1,0xffff
457,1,0xffff
458,1,0xffff
459,1,0xffff
460,1,0xffff
461,1,0xffff
462,1,0xffff
463,1,0xffff
464,1,0xffff
465,1,0xffff
466,1,0xffff
467,1,0xffff
468,1,0xffff
469,1,0xffff
470,1,0xffff
471,1,0xffff
472,1,0xffff
473,1,0xffff
474,1,0xffff
475,1,0xffff
476,1,0xffff
477,1,0xffff
478,1,0xffff
479,1,0xffff
0,2,0xffff
1,2,0xffff
2,2,0xffff
3,2,0xffff
4,2,0xffff
5,2,0xffff
6,2,0xffff
7,2,0xffff
8,2,0xffff
9,2,0xffff
10,2,0xffff
11,2,0xffff
12,2,0xffff
13,2,0xffff
14,2,0xffff
15,2,0xffff
16,2,0xffff
17,2,0xffff
18,2,0xffff
19,2,0xffff
20,2,0xffff
21,2,0xffff
22,2,0xffff
23,2,0xffff
24,2,0xffff
25,2,0xffff
26,2,0xffff
27,2,0xffff
28,2,0xffff
29,2,0xffff
30,2,0xffff
31,2,0xffff
32,2,0xffff
33,2,0xffff
34,2,0xffff
35,2,0xffff
36,2,0xffff
37,2,0xffff
38,2,0xffff
39,2,0xffff
40,2,0xffff
41,2,0xffff
42,2,0xffff
43,2,0xffff
44,2,0xffff
45,2,0xffff
46,2,0xffff
47,2,0xffff
48,2,0xffff
49,2,0xffff
50,2,0xffff
51,2,0xffff
52,2,0xffff
53,2,0xffff
54,2,0xffff
55,2,0xffff
56,2,0xffff
57,2,0xffff
58,2,0xffff
59,2,0xffff
60,2,0xffff
61,2,0xffff
62,2,0xffff
63,2,0xffff
64,2,0xffff
65,2,0xffff
66,2,0xffff
67,2,0xffff
68,2,0xffff
69,2,0xffff
70,2,0xffff
71,2,0xffff
72,2,0xffff
73,2,0xffff
74,2,0xffff
75,2,0xffff
76,2,0xffff
77,2,0xffff
78,2,0xffff
79,2,0xffff
80,2,0xffff
81,2,0xffff
82,2,0xffff
83,2,0xffff
84,2,0xffff
85,2,0xffff
86,2,0xffff
87,2,0xffff
88,2,0xffff
89,2,0xffff
90,2,0xffff
91,2,0xffff
92,2,0xffff
93,2,0xffff
94,2,0xffff
95,2,0xffff
96,2,0xffff
97,2,0xffff
98,2,0xffff
99,2,0xffff
100,2,0xffff
101,2,0xffff
102,2,0xffff
103,2,0xffff
104,2,0xffff
105,2,0xffff
106,2,0xffff
107,2,0xffff
108,2,0xffff
109,2,0xffff
110,2,0xffff
111,2,0xffff
112,2,0xffff
113,2,0xffff
114,2,0xffff
115,2,0xffff
116,2,0xffff
117,2,0xffff
118,2,0xffff
119,2,0xffff
120,2,0xffff
121,2,0xffff
122,2,0xffff
123,2,0xffff
124,2,0xffff
125,2,0xffff
126,2,0xffff
127,2,0xffff
128,2,0xffff
129,2,0xffff
130,2,0xffff
131,2,0xffff
132,2,0xffff
133,2,0xffff
134,2,0xffff
135,2,0xffff
136,2,0xffff
137,2,0xffff
138,2,0xffff
139,2,0xffff
140,2,0xffff
141,2,0xffff
142,2,0xffff
143,2,0xffff
144,2,0xffff
145,2,0xffff
146,2,0xffff
147,2,0xffff
148,2,0xffff
149,2,0xffff
150,2,0xffff
151,2,0xffff
152,2,0xffff
153,2,0xffff
154,2,0xffff
155,2,0xffff
156,2,0xffff
157,2,0xffff
158,2,0xffff
159,2,0xffff
160,2,0xffff
161,2,0xffff
162,2,0xffff
163,2,0xffff
164,2,0xffff
165,2,0xffff
166,2,0xffff
167,2,0xffff
168,2,0xffff
169,2,0xffff
170,2,0xffff
171,2,0xffff
172,2,0xffff
173,2,0xffff
174,2,0xffff
175,2,0xffff
176,2,0xffff
177,2,0xffff
178,2,0xffff
179,2,0xffff
180,2,0xffff
181,2,0xffff
182,2,0xffff
183,2,0xffff
184,2,0xffff
185,2,0xffff
186,2,0xffff
187,2,0xffff
188,2,0xffff
189,2,0xffff
190,2,0xffff
191,2,0xffff
192,2,0xffff
193,2,0xffff
194,2,0xffff
195,2,0xffff
196,2,0xffff
197,2,0xffff
198,2,0xffff
199,2,0xffff
200,2,0xffff
201,2,0xffff
202,2,0xffff
203,2,0xffff
204,2,0xffff
205,2,0xffff
206,2,0xffff
207,2,0xffff
208,2,0xffff
209,2,0xffff
210,2,0xffff
211,2,0xffff
212,2,0xffff
213,2,0xffff
214,2,0xffff
215,2,0xffff
216,2,0xffff
217,2,0xffff
218,2,0xffff
219,2,0xffff
220,2,0xffff
221,2,0xffff
222,2,0xffff
223,2,0xffff
224,2,0xffff
225,2,0xffff
226,2,0xffff
227,2,0xffff
228,2,0xffff
229,2,0xffff
230,2,0xffff
231,2,0xffff
232,2,0xffff
233,2,0xffff
234,2,0xffff
235,2,0xffff
236,2,0xffff
237,2,0xffff
238,2,0xffff
239,2,0xffff
240,2,0xffff
241,2,0xffff
242,2,0xffff
243,2,0xffff
244,2,0xffff
245,2,0xffff
246,2,0xffff
247,2,0xffff
248,2,0xffff
249,2,0xffff
250,2,0xffff
251,2,0xffff
252,2,0xffff
253,2,0xffff
254,2,0xffff
255,2,0xffff
256,2,0xffff
257,2,0xffff
258,2,0xffff
259,2,0xffff
260,2,0xffff
261,2,0xffff
262,2,0xffff
263,2,0xffff
264,2,0xffff
265,2,0xffff
266,2,0xffff
267,2,0xffff
268,2,0xffff
269,2,0xffff
270,2,0xffff
271,2,0xffff
272,2,0xffff
273,2,0xffff
274,2,0xffff
275,2,0xffff
276,2,0xffff
277,2,0xffff
278,2,0xffff
279,2,0xffff
280,2,0xffff
281,2,0xffff
282,2,0xffff
283,2,0xffff
284,2,0xffff
285,2,0xffff
286,2,0xffff
287,2,0xffff
288,2,0xffff
289,2,0xffff
290,2,0xffff
291,2,0xffff
292,2,0xffff
293,2,0xffff
294,2,0xffff
295,2,0xffff
296,2,0xffff
297,2,0xffff
298,2,0xffff
299,2,0xffff
300,2,0xffff
301,2,0xffff
302,2,0xffff
303,2,0xffff
304,2,0xffff
305,2,0xffff
306,2,0xffff
307,2,0xffff
308,2,0xffff
309,2,0xffff
310,2,0xffff
311,2,0xffff
312,2,0xffff
313,2,0xffff
314,2,0xffff
315,2,0xffff
316,2,0xffff
317,2,0xffff
318,2,0xffff
319,2,0xffff
320,2,0xffff
321,2,0xffff
322,2,0xffff
323,2,0xffff
324,2,0xffff
325,2,0xffff
326,2,0xffff
327,2,0xffff
328,2,0xffff
329,2,0xffff
330,2,0xffff
331,2,0xffff
332,2,0xffff
333,2,0xffff
334,2,0xffff
335,2,0xffff
336,2,0xffff
337,2,0xffff
338,2,0xffff
339,2,0xffff
340,2,0xffff
341,2,0xffff
342,2,0xffff
343,2,0xffff
344,2,0xffff
345,2,0xffff
346,2,0xffff
347,2,0xffff
348,2,0xffff
349,2,0xffff
350,2,0xffff
351,2,0xffff
352,2,0xffff
353,2,0xffff
354,2,0xffff
355,2,0xffff
356,2,0xffff
357,2,0xffff
358,2,0xffff
359,2,0xffff
360,2,0xffff
361,2,0xffff
362,2,0xffff
363,2,0xffff
364,2,0xffff
365,2,0xffff
366,2,0xffff
367,2,0xffff
368,2,0xffff
369,2,0xffff
370,2,0xffff
371,2,0xffff
372,2,0xffff
373,2,0xffff
374,2,0xffff
375,2,0xffff
376,2,0xffff
377,2,0xffff
378,2,0xffff
379,2,0xffff
380,2,0xffff
381,2,0xffff
382,2,0xffdf
383,2,0xffff
384,2,0xffdf
385,2,0xffdf
386,2,0xffdf
387,2,0xffdf
388,2,0xffdf
389,2,0xffdf
390,2,0xffdf
391,2,0xffdf
392,2,0xffdf
393,2,0xffdf
394,2,0xffdf
395,2,0xffdf
396,2,0xffdf
397,2,0xffdf
398,2,0xffdf
399,2,0xffdf
400,2,0xffdf
401,2,0xffdf
402,2,0xffdf
403,2,0xffdf
404,2,0xffdf
405,2,0xffdf
406,2,0xffdf
407,2,0xffdf
408,2,0xffff
409,2,0xffff
410,2,0xffff
411,2,0xffff
412,2,0xffff
413,2,0xffff
414,2,0xffff
415,2,0xffff
416,2,0xffff
417,2,0xffff
418,2,0xffff
419,2,0xffff
420,2,0xffff
421,2,0xffff
422,2,0xffff
423,2,0xffff
424,2,0xffff
425,2,0xffff
426,2,0xffff
427,2,0xffff
428,2,0xffff
429,2,0xffff
430,2,0xffff
431,2,0xffff
432,2,0xffff
433,2,0xffff
434,2,0xffff
435,2,0xffff
436,2,0xffff
437,2,0xffff
438,2,0xffff
439,2,0xffff
440,2,0xffff
441,2,0xffff
442,2,0xffff
443,2,0xffff
444,2,0xffff
445,2,0xffff
446,2,0xffff
447,2,0xffff
448,2,0xffff
449,2,0xffff
450,2,0xffff
451,2,0xffff
452,2,0xffff
453,2,0xffff
454,2,0xffff
455,2,0xffff
456,2,0xffff
457,2,0xffff
458,2,0xffff
459,2,0xffff
460,2,0xffff
461,2,0xffff
462,2,0xffff
463,2,0xffff
464,2,0xffff
465,2,0xffff
466,2,0xffff
467,2,0xffff
468,2,0xffff
469,2,0xffff
470,2,0xffff
471,2,0xffff
472,2,0xffff
473,2,0xffff
474,2,0xffff
475,2,0xffff
476,2,0xffff
477,2,0xffff
478,2,0xffff
479,2,0xffff
0,3,0xffff
1,3,0xffff
2,3,0xffff
3,3,0xffff
4,3,0xffff
5,3,0xffff
6,3,0xffff
7,3,0xffff
8,3,0xffff
9,3,0xffff
10,3,0xffff
11,3,0xffff
12,3,0xffff
13,3,0xffff
14,3,0xffff
15,3,0xffff
16,3,0xffff
17,3,0xffff
18,3,0xffff
19,3,0xffff
20,3,0xffff
21,3,0xffff
22,3,0xffff
23,3,0xffff
24,3,0xffff
25,3,0xffff
26,3,0xffff
27,3,0xffff
28,3,0xffff
29,3,0xffff
30,3,0xffff
31,3,0xffff
32,3,0xffff
33,3,0xffff
34,3,0xffff
35,3,0xffff
36,3,0xffff
37,3,0xffff
38,3,0xffff
39,3,0xffff
40,3,0xffff
41,3,0xffff
42,3,0xffff
43,3,0xffff
44,3,0xffff
45,3,0xffff
46,3,0xffff
47,3,0xffff
48,3,0xffff
49,3,0xffff
50,3,0xffff
51,3,0xffff
52,3,0xffff
53,3,0xffff
54,3,0xffff
55,3,0xffff
56,3,0xffff
57,3,0xffff
58,3,0xffff
59,3,0xffff
60,3,0xffff
61,3,0xffff
62,3,0xffff
63,3,0xffff
64,3,0xffff
65,3,0xffff
66,3,0xffff
67,3,0xffff
68,3,0xffff
69,3,0xffff
70,3,0xffff
71,3,0xffff
72,3,0xffff
73,3,0xffff
74,3,0xffff
75,3,0xffff
76,3,0xffff
77,3,0xffff
78,3,0xffff
79,3,0xffff
80,3,0xffff
81,3,0xffff
82,3,0xffff
83,3,0xffff
84,3,0xffff
85,3,0xffff
86,3,0xffff
87,3,0xffff
88,3,0xffff
89,3,0xffff
90,3,0xffff
91,3,0xffff
92,3,0xffff
93,3,0xffff
94,3,0xffff
95,3,0xffff
96,3,0xffff
97,3,0xffff
98,3,0xffff
99,3,0xffff
100,3,0xffff
